AuthorID,PublicationID,Title,Genre,PublicationYear,Price
15,18,BookNum6211,Children,1819,405
2,13,BookNum6212,Mystery,1826,61
5,18,BookNum6213,Thriller,1884,860
18,6,BookNum6214,Fiction,2020,443
4,9,BookNum6215,Children,1854,654
37,11,BookNum6216,Fiction,1989,1786
44,9,BookNum6217,Western,1929,1700
39,8,BookNum6218,Thriller,1915,1843
30,9,BookNum6219,Historical,1825,764
50,8,BookNum6220,Thriller,1906,832
25,7,BookNum6221,Thriller,1908,1556
24,2,BookNum6222,Horror,1876,499
28,11,BookNum6223,Historical,1911,558
24,11,BookNum6224,Thriller,1813,170
44,4,BookNum6225,Children,1901,457
10,7,BookNum6226,Comic,1984,769
13,3,BookNum6227,Fiction,1815,819
19,5,BookNum6228,Thriller,1979,293
49,1,BookNum6229,Thriller,1824,912
3,20,BookNum6230,Comic,1844,1871
16,20,BookNum6231,Western,1817,1857
5,1,BookNum6232,Thriller,1929,1506
22,17,BookNum6233,Fiction,1921,1424
31,18,BookNum6234,Historical,1809,1482
23,19,BookNum6235,Historical,1860,1956
21,4,BookNum6236,Fiction,1974,707
47,6,BookNum6237,Horror,1909,1139
32,7,BookNum6238,Comic,1971,1469
41,5,BookNum6239,Children,1887,504
8,20,BookNum6240,Historical,1923,304
45,20,BookNum6241,Fiction,1994,1298
29,17,BookNum6242,Thriller,1828,1729
30,2,BookNum6243,Historical,1989,1044
32,8,BookNum6244,Western,1928,499
45,6,BookNum6245,Mystery,1909,844
34,3,BookNum6246,Fiction,1984,1632
45,6,BookNum6247,Thriller,1983,1182
29,10,BookNum6248,Children,1914,1111
7,15,BookNum6249,Mystery,1948,1419
34,5,BookNum6250,Historical,1889,1050
47,12,BookNum6251,Children,2010,719
33,8,BookNum6252,Western,1960,295
7,5,BookNum6253,Children,1864,1703
5,12,BookNum6254,Comic,1873,887
25,20,BookNum6255,Comic,1820,513
45,13,BookNum6256,Comic,1854,737
34,10,BookNum6257,Mystery,1848,399
20,9,BookNum6258,Comic,1853,877
11,3,BookNum6259,Historical,1946,787
7,20,BookNum6260,Fiction,1918,1959
27,17,BookNum6261,Children,1983,799
7,14,BookNum6262,Thriller,1928,1204
23,11,BookNum6263,Thriller,1925,1023
47,14,BookNum6264,Horror,1851,1531
7,7,BookNum6265,Western,1986,1583
25,7,BookNum6266,Fiction,1952,1925
29,13,BookNum6267,Children,2006,1158
36,18,BookNum6268,Horror,1899,72
12,3,BookNum6269,Thriller,1998,1535
42,7,BookNum6270,Western,2013,1467
11,12,BookNum6271,Thriller,1869,937
6,10,BookNum6272,Children,1871,960
44,5,BookNum6273,Children,1804,1344
14,20,BookNum6274,Mystery,1879,983
19,11,BookNum6275,Western,2014,1103
25,17,BookNum6276,Western,1962,1453
44,18,BookNum6277,Comic,1844,1755
40,13,BookNum6278,Mystery,1808,1668
20,8,BookNum6279,Western,1906,279
3,8,BookNum6280,Fiction,1879,169
48,19,BookNum6281,Children,1841,318
33,5,BookNum6282,Western,1821,578
32,11,BookNum6283,Western,1929,1647
27,4,BookNum6284,Thriller,1836,872
19,13,BookNum6285,Comic,1897,1986
8,6,BookNum6286,Comic,2018,1747
28,10,BookNum6287,Children,1977,1893
41,16,BookNum6288,Children,1995,506
14,4,BookNum6289,Fiction,1874,852
41,5,BookNum6290,Historical,1821,419
3,6,BookNum6291,Mystery,1839,577
12,19,BookNum6292,Historical,1895,1705
7,18,BookNum6293,Fiction,2015,843
28,10,BookNum6294,Fiction,1990,1859
26,2,BookNum6295,Fiction,1901,921
36,1,BookNum6296,Fiction,2017,1131
29,13,BookNum6297,Horror,1947,1534
10,11,BookNum6298,Comic,2005,1552
47,18,BookNum6299,Horror,1958,144
3,6,BookNum6300,Western,1845,236
21,19,BookNum6301,Historical,1824,1106
17,14,BookNum6302,Comic,1986,1367
42,11,BookNum6303,Fiction,1859,44
11,5,BookNum6304,Thriller,2004,476
48,20,BookNum6305,Thriller,2013,805
47,17,BookNum6306,Mystery,1934,1700
36,10,BookNum6307,Mystery,1923,51
23,9,BookNum6308,Western,1976,1640
7,1,BookNum6309,Horror,1804,1495
34,20,BookNum6310,Fiction,1890,1470
49,20,BookNum6311,Historical,1893,1911
48,11,BookNum6312,Western,1866,68
35,4,BookNum6313,Fiction,1879,1384
12,20,BookNum6314,Comic,1814,1236
27,1,BookNum6315,Mystery,1828,1886
4,5,BookNum6316,Thriller,1906,22
30,18,BookNum6317,Mystery,2000,1392
6,10,BookNum6318,Comic,1918,225
21,14,BookNum6319,Comic,1834,721
46,8,BookNum6320,Fiction,1872,1128
18,19,BookNum6321,Children,1978,1894
6,12,BookNum6322,Horror,2019,1560
7,15,BookNum6323,Fiction,1955,1172
16,6,BookNum6324,Children,2003,1547
32,9,BookNum6325,Comic,1999,1856
47,15,BookNum6326,Thriller,1873,934
37,8,BookNum6327,Mystery,1896,545
32,4,BookNum6328,Horror,1875,951
40,8,BookNum6329,Mystery,1865,1553
14,7,BookNum6330,Fiction,1843,166
47,5,BookNum6331,Western,1932,1083
29,3,BookNum6332,Comic,1884,200
24,6,BookNum6333,Children,1945,154
6,12,BookNum6334,Thriller,1893,1010
48,11,BookNum6335,Children,1928,1500
6,13,BookNum6336,Western,1910,1183
7,12,BookNum6337,Western,1890,1404
42,3,BookNum6338,Western,1993,44
43,15,BookNum6339,Thriller,1975,297
28,4,BookNum6340,Fiction,2014,942
6,1,BookNum6341,Comic,1972,1963
45,5,BookNum6342,Children,1867,28
22,8,BookNum6343,Comic,1841,1843
21,11,BookNum6344,Historical,1897,55
25,10,BookNum6345,Fiction,1879,433
12,3,BookNum6346,Thriller,1852,1614
13,20,BookNum6347,Thriller,1800,1284
9,20,BookNum6348,Fiction,1925,203
28,8,BookNum6349,Historical,1918,504
36,5,BookNum6350,Historical,1974,1280
29,9,BookNum6351,Fiction,1851,526
5,5,BookNum6352,Thriller,1941,622
2,13,BookNum6353,Horror,1956,707
37,19,BookNum6354,Mystery,1832,1679
21,16,BookNum6355,Fiction,2007,292
43,3,BookNum6356,Mystery,1965,1805
18,1,BookNum6357,Children,1937,1613
4,4,BookNum6358,Thriller,1954,288
21,15,BookNum6359,Western,1880,1892
43,20,BookNum6360,Mystery,2017,448
21,11,BookNum6361,Western,1984,1669
17,15,BookNum6362,Mystery,1873,1268
10,1,BookNum6363,Comic,1973,319
22,3,BookNum6364,Comic,1939,1819
4,19,BookNum6365,Fiction,1818,1495
38,14,BookNum6366,Children,2009,439
48,12,BookNum6367,Thriller,2005,915
5,6,BookNum6368,Comic,2015,1922
6,12,BookNum6369,Horror,1964,1471
24,12,BookNum6370,Horror,1903,1680
43,8,BookNum6371,Horror,1934,1677
22,6,BookNum6372,Comic,1959,66
3,14,BookNum6373,Thriller,1923,1473
12,13,BookNum6374,Western,1960,885
36,17,BookNum6375,Thriller,1916,955
30,8,BookNum6376,Western,1886,1180
37,4,BookNum6377,Horror,1914,1899
28,12,BookNum6378,Comic,1891,36
21,17,BookNum6379,Horror,1819,1014
37,9,BookNum6380,Mystery,2012,376
14,15,BookNum6381,Children,1985,1962
16,17,BookNum6382,Western,1872,864
48,15,BookNum6383,Thriller,1999,1913
7,19,BookNum6384,Children,1846,457
39,9,BookNum6385,Thriller,1928,919
36,20,BookNum6386,Comic,1832,1566
45,8,BookNum6387,Thriller,1867,105
47,12,BookNum6388,Comic,1820,1438
43,15,BookNum6389,Western,1961,1866
13,15,BookNum6390,Children,1947,1981
15,2,BookNum6391,Fiction,1936,98
15,14,BookNum6392,Horror,1823,1636
24,1,BookNum6393,Comic,1836,51
4,2,BookNum6394,Children,1951,332
29,12,BookNum6395,Western,1854,1849
49,19,BookNum6396,Thriller,1997,469
18,14,BookNum6397,Mystery,1945,70
21,16,BookNum6398,Comic,1839,1182
7,5,BookNum6399,Horror,1959,574
46,14,BookNum6400,Comic,1995,1228
12,8,BookNum6401,Western,1979,416
50,20,BookNum6402,Mystery,1838,1752
2,20,BookNum6403,Fiction,2011,569
8,12,BookNum6404,Fiction,1894,1129
18,15,BookNum6405,Comic,1811,595
29,1,BookNum6406,Horror,1908,1575
40,3,BookNum6407,Comic,1800,1452
38,6,BookNum6408,Mystery,1939,1450
11,5,BookNum6409,Fiction,1952,1993
23,19,BookNum6410,Horror,1883,302
40,6,BookNum6411,Mystery,1823,1771
41,1,BookNum6412,Mystery,2021,542
42,13,BookNum6413,Historical,1894,73
14,20,BookNum6414,Thriller,1909,1712
24,12,BookNum6415,Mystery,1954,59
19,3,BookNum6416,Fiction,1873,219
23,19,BookNum6417,Comic,1823,1182
16,20,BookNum6418,Thriller,1807,660
30,16,BookNum6419,Mystery,1916,725
34,18,BookNum6420,Mystery,1986,177
37,3,BookNum6421,Thriller,1934,1886
13,15,BookNum6422,Thriller,1876,1736
6,6,BookNum6423,Children,1969,967
4,4,BookNum6424,Children,1944,1225
1,11,BookNum6425,Mystery,1900,1591
50,17,BookNum6426,Horror,2008,1033
18,7,BookNum6427,Comic,1986,493
21,7,BookNum6428,Comic,1853,1252
11,3,BookNum6429,Mystery,1940,905
17,8,BookNum6430,Historical,1892,780
38,17,BookNum6431,Mystery,2002,1004
8,1,BookNum6432,Fiction,1958,438
30,15,BookNum6433,Fiction,1916,1458
30,3,BookNum6434,Western,1946,715
19,12,BookNum6435,Children,1849,252
39,15,BookNum6436,Western,1976,1125
16,20,BookNum6437,Children,1849,587
30,11,BookNum6438,Fiction,1896,1643
39,19,BookNum6439,Fiction,1836,490
3,7,BookNum6440,Comic,1880,690
15,8,BookNum6441,Comic,1878,262
20,19,BookNum6442,Mystery,1837,1501
5,7,BookNum6443,Horror,2020,1936
32,13,BookNum6444,Thriller,1899,622
47,6,BookNum6445,Historical,1803,1071
48,13,BookNum6446,Children,2001,1385
16,11,BookNum6447,Fiction,2005,1430
47,5,BookNum6448,Thriller,1817,359
25,8,BookNum6449,Fiction,1808,469
43,15,BookNum6450,Mystery,1871,1058
17,15,BookNum6451,Western,2000,360
23,18,BookNum6452,Western,1900,1379
20,10,BookNum6453,Historical,2011,152
35,12,BookNum6454,Historical,2011,1585
1,5,BookNum6455,Western,1849,895
19,19,BookNum6456,Comic,1898,578
10,19,BookNum6457,Western,1891,560
6,19,BookNum6458,Horror,1943,1467
47,20,BookNum6459,Horror,2009,689
26,20,BookNum6460,Comic,1948,364
46,1,BookNum6461,Mystery,1979,1156
16,6,BookNum6462,Horror,1880,947
37,15,BookNum6463,Comic,1909,1708
22,10,BookNum6464,Comic,1911,1283
33,11,BookNum6465,Mystery,1966,1221
45,15,BookNum6466,Horror,1808,1353
29,8,BookNum6467,Western,1996,1749
7,14,BookNum6468,Thriller,2013,56
43,19,BookNum6469,Fiction,1919,971
42,6,BookNum6470,Thriller,1946,36
41,9,BookNum6471,Mystery,1993,1203
27,6,BookNum6472,Horror,1931,891
50,11,BookNum6473,Mystery,1961,140
39,9,BookNum6474,Fiction,1991,694
16,20,BookNum6475,Thriller,1907,404
45,2,BookNum6476,Historical,1833,1861
6,11,BookNum6477,Western,1827,871
6,14,BookNum6478,Horror,1854,1862
39,8,BookNum6479,Horror,1964,1601
16,13,BookNum6480,Historical,1971,785
6,3,BookNum6481,Comic,1982,1360
35,16,BookNum6482,Western,1888,647
37,7,BookNum6483,Thriller,2015,1832
27,11,BookNum6484,Historical,1921,1551
32,11,BookNum6485,Fiction,1991,654
32,3,BookNum6486,Fiction,2018,681
45,12,BookNum6487,Comic,1977,1524
8,10,BookNum6488,Children,1821,657
22,7,BookNum6489,Children,1946,1967
12,17,BookNum6490,Comic,1822,1991
15,18,BookNum6491,Mystery,2008,1510
19,17,BookNum6492,Western,1926,1704
43,15,BookNum6493,Horror,1960,912
3,13,BookNum6494,Fiction,1838,1555
12,19,BookNum6495,Comic,1992,449
43,8,BookNum6496,Comic,2012,797
39,10,BookNum6497,Thriller,1972,193
12,10,BookNum6498,Children,1936,529
3,9,BookNum6499,Children,2015,1132
19,10,BookNum6500,Horror,1925,1069
38,5,BookNum6501,Children,1876,1432
34,7,BookNum6502,Fiction,1976,434
26,20,BookNum6503,Western,1801,1808
11,18,BookNum6504,Western,1930,1777
38,2,BookNum6505,Fiction,1831,926
49,8,BookNum6506,Thriller,1815,268
29,12,BookNum6507,Western,2009,392
45,5,BookNum6508,Mystery,1927,104
39,5,BookNum6509,Children,1974,333
3,20,BookNum6510,Horror,1961,767
30,1,BookNum6511,Fiction,1929,919
42,2,BookNum6512,Children,1840,1736
18,8,BookNum6513,Western,1879,1705
47,14,BookNum6514,Western,1818,1259
38,13,BookNum6515,Thriller,1853,1492
22,14,BookNum6516,Mystery,1975,933
29,2,BookNum6517,Horror,2008,1271
15,10,BookNum6518,Historical,1840,1223
44,17,BookNum6519,Horror,1877,1975
4,6,BookNum6520,Comic,1803,985
2,11,BookNum6521,Mystery,1912,1247
27,16,BookNum6522,Mystery,1808,318
22,13,BookNum6523,Mystery,1920,220
11,13,BookNum6524,Thriller,1946,1471
50,7,BookNum6525,Children,1938,1524
15,7,BookNum6526,Western,2018,144
23,18,BookNum6527,Historical,1835,1144
7,17,BookNum6528,Mystery,1970,1350
16,1,BookNum6529,Children,1988,1877
38,7,BookNum6530,Comic,1913,1146
29,9,BookNum6531,Comic,1984,1227
13,19,BookNum6532,Children,1912,929
16,12,BookNum6533,Thriller,1869,181
14,7,BookNum6534,Historical,1981,68
4,3,BookNum6535,Children,1817,1391
45,9,BookNum6536,Thriller,1940,190
38,17,BookNum6537,Comic,1894,602
42,2,BookNum6538,Mystery,1981,1786
31,3,BookNum6539,Fiction,1859,1271
29,8,BookNum6540,Western,1989,399
34,3,BookNum6541,Western,1879,499
21,10,BookNum6542,Fiction,1952,1401
43,4,BookNum6543,Horror,1870,117
13,18,BookNum6544,Fiction,1823,1936
45,16,BookNum6545,Western,1835,1980
15,8,BookNum6546,Historical,1857,584
37,7,BookNum6547,Thriller,2011,909
24,7,BookNum6548,Historical,1876,1888
15,4,BookNum6549,Fiction,1889,1977
21,10,BookNum6550,Mystery,2020,1431
34,1,BookNum6551,Mystery,1815,1804
37,9,BookNum6552,Fiction,1986,1522
26,12,BookNum6553,Comic,1849,463
10,3,BookNum6554,Thriller,1983,1155
30,6,BookNum6555,Horror,1924,548
43,20,BookNum6556,Horror,1905,871
46,10,BookNum6557,Thriller,1939,1175
20,4,BookNum6558,Mystery,1812,846
23,16,BookNum6559,Historical,1867,34
28,8,BookNum6560,Historical,1810,24
41,1,BookNum6561,Comic,1906,696
23,6,BookNum6562,Western,1881,389
13,14,BookNum6563,Thriller,1807,703
44,14,BookNum6564,Thriller,1881,1442
3,19,BookNum6565,Children,1858,1722
13,15,BookNum6566,Mystery,1832,1386
34,8,BookNum6567,Horror,1930,1815
50,13,BookNum6568,Children,1905,1495
49,4,BookNum6569,Thriller,1964,1284
23,8,BookNum6570,Comic,2006,212
18,11,BookNum6571,Mystery,1845,254
29,11,BookNum6572,Comic,1961,275
6,6,BookNum6573,Fiction,1942,171
37,9,BookNum6574,Horror,1807,157
3,10,BookNum6575,Fiction,1844,995
20,10,BookNum6576,Fiction,1806,1061
34,4,BookNum6577,Comic,1829,847
49,8,BookNum6578,Comic,1952,194
15,7,BookNum6579,Historical,1872,1826
23,14,BookNum6580,Western,1933,1328
25,18,BookNum6581,Children,1842,367
16,11,BookNum6582,Children,1854,1014
6,3,BookNum6583,Mystery,2004,548
49,17,BookNum6584,Fiction,1944,1585
37,15,BookNum6585,Fiction,1883,848
39,4,BookNum6586,Historical,1975,1135
48,12,BookNum6587,Thriller,1923,894
47,1,BookNum6588,Fiction,2015,430
48,5,BookNum6589,Historical,1823,1398
14,14,BookNum6590,Mystery,2014,430
21,5,BookNum6591,Comic,1935,1164
24,15,BookNum6592,Children,1853,953
3,10,BookNum6593,Western,1968,1051
23,19,BookNum6594,Horror,1913,949
27,14,BookNum6595,Comic,1989,1445
8,9,BookNum6596,Comic,1873,52
11,9,BookNum6597,Horror,1986,1855
11,8,BookNum6598,Comic,1962,366
16,16,BookNum6599,Horror,1962,1491
6,10,BookNum6600,Western,1898,1278
10,17,BookNum6601,Fiction,1832,723
12,9,BookNum6602,Comic,1855,421
13,16,BookNum6603,Comic,1802,1531
19,19,BookNum6604,Children,1926,806
23,2,BookNum6605,Horror,1952,643
39,18,BookNum6606,Western,1819,1401
25,13,BookNum6607,Historical,1825,1721
2,12,BookNum6608,Comic,1883,783
18,3,BookNum6609,Fiction,1956,1348
46,14,BookNum6610,Horror,1869,306
45,9,BookNum6611,Fiction,2022,1537
39,8,BookNum6612,Thriller,2022,833
12,18,BookNum6613,Thriller,1962,1568
32,12,BookNum6614,Mystery,1846,1760
40,9,BookNum6615,Western,1955,1181
36,20,BookNum6616,Fiction,2018,130
25,13,BookNum6617,Children,1806,413
47,10,BookNum6618,Children,1885,1784
6,14,BookNum6619,Fiction,1865,1784
24,10,BookNum6620,Fiction,1814,542
19,5,BookNum6621,Western,1827,464
50,14,BookNum6622,Mystery,1976,333
41,13,BookNum6623,Thriller,1874,374
27,18,BookNum6624,Fiction,2016,1346
12,1,BookNum6625,Fiction,1878,1856
42,20,BookNum6626,Historical,2014,1719
35,6,BookNum6627,Fiction,1839,1594
17,3,BookNum6628,Mystery,1814,177
33,9,BookNum6629,Horror,2021,1939
19,20,BookNum6630,Fiction,1860,74
11,19,BookNum6631,Horror,1956,1205
25,5,BookNum6632,Fiction,1908,575
10,17,BookNum6633,Children,1845,451
30,12,BookNum6634,Horror,1905,1141
22,12,BookNum6635,Western,1860,52
39,5,BookNum6636,Mystery,1833,1514
37,20,BookNum6637,Children,1878,406
8,14,BookNum6638,Children,1837,1194
24,15,BookNum6639,Fiction,1942,1059
13,7,BookNum6640,Fiction,1969,1133
30,10,BookNum6641,Thriller,1923,911
6,4,BookNum6642,Western,1974,1388
37,3,BookNum6643,Thriller,1947,1134
34,13,BookNum6644,Children,1852,1324
41,18,BookNum6645,Mystery,1952,330
6,20,BookNum6646,Comic,2005,811
5,20,BookNum6647,Thriller,1919,1973
23,13,BookNum6648,Fiction,1937,963
5,14,BookNum6649,Thriller,1985,265
18,11,BookNum6650,Comic,1847,1571
49,15,BookNum6651,Children,1819,892
13,9,BookNum6652,Comic,1932,1265
42,6,BookNum6653,Historical,1813,366
36,3,BookNum6654,Children,2007,424
21,3,BookNum6655,Mystery,1906,34
4,11,BookNum6656,Mystery,1817,535
45,1,BookNum6657,Western,1941,216
17,9,BookNum6658,Horror,1898,1256
5,12,BookNum6659,Fiction,1870,619
10,14,BookNum6660,Historical,1974,871
47,6,BookNum6661,Historical,1995,50
3,2,BookNum6662,Mystery,1954,1011
35,17,BookNum6663,Fiction,1988,1738
24,3,BookNum6664,Fiction,1958,1572
37,4,BookNum6665,Western,1823,1434
9,2,BookNum6666,Historical,1868,1631
37,18,BookNum6667,Western,1979,1271
30,9,BookNum6668,Western,1881,345
2,11,BookNum6669,Thriller,1806,1834
6,19,BookNum6670,Thriller,1931,323
6,7,BookNum6671,Historical,1866,177
45,16,BookNum6672,Western,1819,1938
42,9,BookNum6673,Western,1815,875
8,6,BookNum6674,Mystery,1922,895
24,3,BookNum6675,Historical,1822,39
7,15,BookNum6676,Thriller,1927,643
5,18,BookNum6677,Mystery,1855,35
9,2,BookNum6678,Thriller,1872,216
7,1,BookNum6679,Children,1956,413
2,7,BookNum6680,Comic,1839,1268
27,9,BookNum6681,Children,1820,502
46,5,BookNum6682,Children,1944,1415
12,12,BookNum6683,Comic,1934,1238
14,13,BookNum6684,Thriller,2020,1693
18,2,BookNum6685,Comic,1947,1489
39,8,BookNum6686,Thriller,1843,1497
47,15,BookNum6687,Comic,1999,666
19,16,BookNum6688,Fiction,1808,1891
22,2,BookNum6689,Historical,1945,701
37,8,BookNum6690,Horror,1992,742
33,8,BookNum6691,Fiction,1937,1413
9,10,BookNum6692,Historical,1829,1401
42,2,BookNum6693,Western,1827,1886
4,11,BookNum6694,Fiction,2012,409
41,4,BookNum6695,Western,1943,1446
18,8,BookNum6696,Thriller,1926,651
36,15,BookNum6697,Children,1855,250
24,17,BookNum6698,Thriller,1869,1495
7,9,BookNum6699,Children,1907,137
37,15,BookNum6700,Western,1932,644
7,16,BookNum6701,Mystery,1938,451
41,11,BookNum6702,Western,1994,1056
24,17,BookNum6703,Thriller,1876,1621
34,18,BookNum6704,Horror,1876,1262
18,4,BookNum6705,Children,1909,1892
5,5,BookNum6706,Mystery,1968,1550
34,9,BookNum6707,Children,1927,1891
36,20,BookNum6708,Fiction,1947,325
21,10,BookNum6709,Horror,1852,186
19,9,BookNum6710,Western,1995,1380
47,6,BookNum6711,Mystery,1817,512
37,19,BookNum6712,Mystery,1953,789
8,6,BookNum6713,Mystery,1923,815
20,16,BookNum6714,Mystery,1971,1772
34,15,BookNum6715,Comic,1823,458
31,16,BookNum6716,Mystery,1833,922
37,17,BookNum6717,Fiction,1962,754
8,16,BookNum6718,Thriller,1813,655
40,9,BookNum6719,Fiction,1951,1557
10,3,BookNum6720,Comic,1979,1497
27,17,BookNum6721,Thriller,1897,1022
31,10,BookNum6722,Horror,1865,256
39,20,BookNum6723,Mystery,1889,790
19,13,BookNum6724,Thriller,1941,268
3,3,BookNum6725,Historical,1903,1764
24,10,BookNum6726,Mystery,1842,1197
38,5,BookNum6727,Fiction,1868,1657
46,9,BookNum6728,Comic,1920,1500
7,16,BookNum6729,Mystery,1943,1250
41,19,BookNum6730,Horror,1869,192
44,14,BookNum6731,Comic,1845,1090
21,17,BookNum6732,Children,1867,1912
33,15,BookNum6733,Fiction,2004,1383
12,8,BookNum6734,Children,1824,1010
15,8,BookNum6735,Mystery,1947,1881
29,15,BookNum6736,Comic,1954,42
44,4,BookNum6737,Historical,2010,57
44,9,BookNum6738,Western,1990,1765
23,19,BookNum6739,Mystery,1990,887
50,19,BookNum6740,Comic,1873,204
23,18,BookNum6741,Fiction,1844,150
48,1,BookNum6742,Horror,1849,385
35,8,BookNum6743,Horror,1879,187
12,14,BookNum6744,Comic,2021,117
44,20,BookNum6745,Mystery,1804,454
41,5,BookNum6746,Western,1963,657
15,20,BookNum6747,Children,1834,925
1,12,BookNum6748,Historical,1854,868
17,15,BookNum6749,Horror,1803,1784
10,4,BookNum6750,Children,1848,168
1,3,BookNum6751,Mystery,1980,1876
25,6,BookNum6752,Mystery,1839,1676
42,16,BookNum6753,Horror,2010,963
46,13,BookNum6754,Historical,2011,1857
17,7,BookNum6755,Fiction,1873,783
9,17,BookNum6756,Children,1985,160
40,17,BookNum6757,Mystery,1996,484
47,1,BookNum6758,Children,2001,923
44,14,BookNum6759,Mystery,2007,1352
18,12,BookNum6760,Western,1824,1006
29,4,BookNum6761,Thriller,1987,1309
30,16,BookNum6762,Western,1974,436
34,12,BookNum6763,Historical,1900,350
24,16,BookNum6764,Children,1986,557
40,20,BookNum6765,Horror,1901,1735
26,11,BookNum6766,Horror,1802,217
17,18,BookNum6767,Historical,1868,927
39,1,BookNum6768,Fiction,1958,573
47,15,BookNum6769,Western,1900,875
45,20,BookNum6770,Fiction,1971,1856
33,14,BookNum6771,Thriller,1825,367
20,1,BookNum6772,Fiction,1808,39
26,16,BookNum6773,Western,1924,505
29,8,BookNum6774,Western,1927,1666
15,3,BookNum6775,Children,1967,1058
39,18,BookNum6776,Horror,1919,1454
39,6,BookNum6777,Western,1977,1221
30,6,BookNum6778,Horror,1886,1647
16,6,BookNum6779,Historical,2006,1271
17,13,BookNum6780,Thriller,1889,1172
14,18,BookNum6781,Thriller,1982,1372
47,5,BookNum6782,Mystery,1991,571
46,7,BookNum6783,Western,1913,961
28,9,BookNum6784,Western,1869,1080
24,19,BookNum6785,Comic,1929,451
20,5,BookNum6786,Thriller,1858,329
34,16,BookNum6787,Children,1928,235
36,15,BookNum6788,Horror,1999,224
37,3,BookNum6789,Comic,1818,387
44,6,BookNum6790,Comic,1814,1918
35,16,BookNum6791,Children,1991,866
46,2,BookNum6792,Mystery,1897,1089
27,3,BookNum6793,Children,1879,255
41,18,BookNum6794,Horror,1869,665
30,5,BookNum6795,Mystery,2013,1205
1,20,BookNum6796,Children,1992,566
14,1,BookNum6797,Comic,1881,904
40,12,BookNum6798,Western,1808,1304
16,20,BookNum6799,Comic,1820,1333
43,11,BookNum6800,Western,1899,592
30,5,BookNum6801,Fiction,1931,379
6,17,BookNum6802,Historical,1840,267
19,6,BookNum6803,Comic,1903,603
2,10,BookNum6804,Mystery,1851,1848
38,15,BookNum6805,Horror,1981,904
14,18,BookNum6806,Historical,1975,1021
10,1,BookNum6807,Western,2020,1414
25,5,BookNum6808,Horror,1993,600
12,4,BookNum6809,Historical,1996,1604
26,2,BookNum6810,Thriller,1920,187
9,1,BookNum6811,Fiction,1833,1119
12,17,BookNum6812,Western,1964,594
25,10,BookNum6813,Children,1952,1653
30,14,BookNum6814,Comic,1970,1878
42,7,BookNum6815,Western,1961,1627
24,16,BookNum6816,Comic,1951,419
45,13,BookNum6817,Mystery,1994,1027
39,17,BookNum6818,Comic,1842,1801
1,6,BookNum6819,Western,1909,1796
40,20,BookNum6820,Western,1901,1553
48,7,BookNum6821,Historical,1985,1189
30,9,BookNum6822,Western,1990,1053
32,19,BookNum6823,Historical,1922,222
33,15,BookNum6824,Horror,1913,540
36,18,BookNum6825,Comic,1870,969
36,12,BookNum6826,Thriller,1901,1612
1,20,BookNum6827,Mystery,1823,878
38,17,BookNum6828,Fiction,1918,1167
5,15,BookNum6829,Thriller,1848,32
2,15,BookNum6830,Historical,1895,1557
30,1,BookNum6831,Fiction,1959,265
29,17,BookNum6832,Mystery,1811,1329
49,13,BookNum6833,Mystery,1935,786
18,7,BookNum6834,Thriller,1871,1193
37,15,BookNum6835,Historical,1885,251
18,11,BookNum6836,Mystery,2009,1199
6,5,BookNum6837,Children,1814,1479
25,2,BookNum6838,Western,1958,1578
44,13,BookNum6839,Mystery,1840,905
22,6,BookNum6840,Thriller,1988,908
38,3,BookNum6841,Horror,1826,305
12,10,BookNum6842,Western,1959,1367
15,12,BookNum6843,Western,1804,1829
10,16,BookNum6844,Mystery,1974,1513
40,18,BookNum6845,Horror,1952,700
19,5,BookNum6846,Mystery,1946,1839
33,6,BookNum6847,Fiction,2021,1247
5,11,BookNum6848,Fiction,2010,1557
7,6,BookNum6849,Children,2002,1745
12,10,BookNum6850,Mystery,1826,1097
39,9,BookNum6851,Mystery,1825,1663
30,20,BookNum6852,Comic,1923,878
34,10,BookNum6853,Children,2001,1842
26,4,BookNum6854,Comic,2010,1082
45,18,BookNum6855,Children,1840,1956
47,13,BookNum6856,Comic,1941,1343
23,12,BookNum6857,Fiction,1832,362
50,8,BookNum6858,Historical,1967,639
21,9,BookNum6859,Western,1906,991
33,7,BookNum6860,Children,1852,1243
34,14,BookNum6861,Thriller,1942,1569
22,11,BookNum6862,Children,1888,874
38,1,BookNum6863,Mystery,1893,975
33,20,BookNum6864,Western,1986,365
34,19,BookNum6865,Historical,1860,58
14,7,BookNum6866,Mystery,2000,1926
40,7,BookNum6867,Mystery,1885,653
27,6,BookNum6868,Western,2007,748
31,4,BookNum6869,Comic,1961,405
38,6,BookNum6870,Thriller,1808,1308
35,5,BookNum6871,Thriller,1946,672
28,6,BookNum6872,Western,1836,1659
47,13,BookNum6873,Horror,1980,1946
3,16,BookNum6874,Comic,1918,1423
4,14,BookNum6875,Fiction,2022,28
40,18,BookNum6876,Mystery,1979,1036
42,4,BookNum6877,Western,1900,1477
42,11,BookNum6878,Mystery,1830,1171
21,18,BookNum6879,Western,1921,698
49,7,BookNum6880,Fiction,1888,614
24,10,BookNum6881,Children,1848,252
13,4,BookNum6882,Horror,1887,1545
29,6,BookNum6883,Fiction,1807,1958
48,4,BookNum6884,Historical,1833,477
48,4,BookNum6885,Mystery,1899,362
1,16,BookNum6886,Mystery,1983,1565
