CustomerID,OrderDate,total
19448,2021-09-05,531
6784,2020-04-26,3052
3313,2022-05-05,3146
17790,2020-06-05,7246
14487,2020-08-22,4813
12607,2022-02-20,5164
8874,2021-10-27,1849
13279,2022-03-14,2190
167,2021-05-14,6026
9836,2021-07-13,1724
1538,2020-07-29,5463
8360,2022-03-15,2015
6791,2020-01-29,1731
14254,2020-02-14,2158
4938,2020-10-04,1472
15282,2021-03-06,2038
935,2022-07-03,4164
13296,2021-03-31,7539
7902,2020-04-24,2514
9288,2022-01-15,991
928,2021-12-19,4403
7708,2022-08-27,751
19768,2022-04-12,3696
9806,2022-04-03,7692
16818,2021-02-11,3768
4839,2021-05-12,2805
18244,2021-05-04,3334
5905,2020-11-15,3724
12670,2022-05-20,4225
1358,2021-11-21,3109
14818,2020-04-29,2638
7763,2021-10-05,2225
11478,2020-02-18,3900
16044,2021-06-29,7260
6777,2021-08-12,1194
7695,2021-10-06,2732
225,2020-11-15,3764
15746,2022-01-11,4984
12209,2020-12-02,1976
16077,2021-11-16,2331
5861,2022-03-13,32
5892,2021-06-27,2165
18511,2022-08-28,2436
2082,2022-07-09,1594
19148,2020-02-10,1825
18142,2021-12-16,2625
12565,2020-08-09,2020
9345,2022-11-20,5935
1288,2022-03-25,3249
11934,2021-03-28,1624
11177,2022-06-11,2092
9754,2020-07-02,7595
14203,2022-05-16,2109
2701,2020-08-06,2861
2666,2022-07-19,1561
8555,2021-04-06,2481
14865,2020-04-22,2325
13507,2021-11-02,4511
6459,2020-09-05,1588
4029,2022-09-30,4352
659,2020-03-18,2035
6815,2020-08-14,825
18489,2022-01-14,1356
17704,2022-06-29,8540
16377,2021-10-30,4300
9387,2020-11-13,2955
19366,2022-01-24,2752
10567,2020-07-04,1626
5036,2020-10-28,5165
17387,2020-03-17,3701
10080,2021-06-17,3720
8251,2020-07-14,4420
12860,2022-04-06,5051
10575,2022-10-24,8433
10918,2021-04-29,1957
341,2020-03-09,2088
19191,2022-10-08,3797
16305,2021-09-26,2034
18920,2022-08-07,2675
17934,2020-07-12,2889
10998,2021-01-23,3970
7205,2021-01-03,1443
14157,2022-06-11,4521
10945,2020-06-16,5229
7550,2021-03-01,4246
15039,2022-03-26,5360
12305,2020-03-17,6974
5847,2020-09-21,1055
430,2021-07-01,4042
12230,2021-07-17,3197
16499,2021-03-04,8176
18394,2022-06-23,5797
3382,2020-03-13,5516
13874,2021-02-07,8980
4997,2020-09-09,7591
3819,2020-01-12,3713
19185,2021-12-09,148
13199,2020-06-01,5202
5963,2020-08-09,2660
8740,2022-08-20,3394
4677,2022-11-15,1763
6305,2021-09-25,3396
5170,2020-05-28,2380
2220,2022-07-06,1421
5346,2021-10-27,4069
3579,2021-08-30,192
175,2022-01-15,4878
18497,2020-11-27,7563
10698,2021-10-10,1299
13264,2020-02-02,2478
17121,2020-04-04,4386
15146,2020-12-25,8535
7267,2020-02-27,4428
19483,2020-06-17,2699
14422,2020-09-24,358
151,2022-06-01,3425
17019,2022-11-10,2674
10388,2021-06-26,4262
1064,2020-06-04,4896
11844,2020-06-22,1814
8845,2021-07-25,2297
10504,2021-06-28,4854
17299,2022-11-19,2452
357,2022-09-09,3431
11088,2022-10-03,8340
9301,2022-03-11,7557
13433,2020-09-16,1515
9695,2020-11-25,1236
916,2020-05-29,2662
9267,2022-12-29,3647
7198,2022-11-22,3048
4662,2022-04-09,6155
6366,2021-08-28,4230
4151,2020-04-13,6773
4056,2022-03-26,3764
6141,2020-05-01,4947
3087,2020-09-24,2728
19739,2022-02-09,7381
18388,2021-09-29,1985
6696,2022-06-03,4979
18238,2021-07-05,1511
8524,2021-08-09,3707
12453,2021-02-09,4014
7918,2021-01-28,9441
3595,2020-02-08,4425
12349,2020-12-20,6643
6610,2022-08-24,4533
8601,2021-07-28,3775
5526,2021-04-17,7035
5756,2020-07-25,372
10472,2021-04-07,2159
1667,2021-12-16,4901
7024,2022-09-18,6003
13339,2022-02-01,2032
2033,2022-09-25,2656
10784,2021-12-27,5428
8949,2021-10-07,2010
2979,2020-05-01,6286
2500,2021-11-23,3679
19237,2020-01-09,1741
1798,2022-05-28,6474
15283,2020-05-03,7328
15642,2020-06-25,9464
11541,2022-03-26,2971
10172,2020-04-20,5516
2696,2022-12-08,2384
7907,2021-12-09,4853
13849,2022-02-18,4427
2107,2021-12-14,7267
1806,2022-01-23,5257
15084,2021-05-27,6023
14563,2021-08-01,11030
1288,2021-02-12,4210
13609,2020-09-08,6990
3475,2022-04-24,5952
525,2022-07-31,3178
1008,2021-11-19,9391
1132,2020-07-21,3098
3246,2020-09-10,5365
1164,2020-04-19,4220
2903,2022-11-05,2859
11508,2022-12-01,5347
8239,2021-06-02,3139
983,2022-01-10,5256
7160,2020-12-19,2781
11332,2020-11-18,5144
658,2020-12-16,3535
14990,2021-09-19,2822
5567,2021-04-18,1024
2473,2021-03-25,4726
2074,2021-02-09,2392
1248,2022-07-04,1008
19703,2022-06-28,2896
7572,2021-07-01,1767
6842,2021-03-24,4799
15541,2020-01-12,3542
971,2020-12-25,3825
10742,2021-06-20,4643
19241,2021-08-10,9300
3441,2020-09-08,4729
14941,2020-04-20,4945
9460,2022-02-26,2689
9678,2022-05-09,3097
19818,2022-03-27,4216
4174,2020-05-23,5156
1573,2021-07-21,10782
13629,2020-07-14,5199
8934,2022-10-23,6282
12363,2022-10-18,3042
14938,2022-06-25,1567
5923,2020-08-04,11316
14875,2022-02-19,3016
13942,2022-10-29,3673
15958,2020-04-19,3776
12090,2021-01-22,1953
10746,2020-02-08,692
1301,2022-10-20,1733
5049,2020-07-14,2781
7706,2020-12-05,6263
2025,2021-07-10,3418
2641,2022-05-15,1632
4676,2021-03-04,2738
8024,2022-04-17,2563
14563,2022-09-28,3044
18138,2022-09-02,4903
11005,2021-07-21,5135
15222,2020-01-16,6278
13593,2020-10-01,3896
16618,2022-04-11,5083
18563,2020-05-04,250
18136,2020-09-12,8271
13616,2021-10-02,6710
14423,2020-10-25,2788
782,2020-04-12,5177
10058,2021-04-15,4249
4028,2021-12-06,8086
14284,2022-06-07,6045
19748,2022-06-29,646
18105,2020-07-21,3516
45,2022-03-26,1828
19800,2020-04-12,2623
13078,2022-07-04,4812
3891,2020-06-10,2728
14553,2022-09-04,7180
10786,2021-02-03,5652
10594,2022-10-14,2294
972,2021-07-05,1197
8276,2020-01-17,3962
16496,2021-03-07,4822
354,2020-09-02,3226
10575,2020-12-27,9697
2557,2022-10-20,4825
9784,2021-01-15,3891
6579,2021-07-14,1067
6341,2020-03-05,4381
16939,2020-11-07,4739
15879,2022-09-11,3927
2457,2022-03-16,2726
16615,2021-08-08,6444
17792,2021-04-14,7046
19934,2020-02-09,3038
7456,2022-10-27,7774
13877,2021-04-15,4290
8058,2022-12-05,3727
12113,2022-04-14,4019
17100,2020-05-17,4410
11014,2022-01-03,3140
8691,2022-04-27,4838
10789,2021-04-13,6224
14143,2020-01-18,1353
16039,2020-05-31,1912
6385,2021-07-13,4069
4634,2021-11-23,2836
13152,2022-05-01,4945
4889,2021-05-06,4308
10180,2022-04-06,3287
15131,2021-07-20,1908
11099,2021-08-05,5210
10011,2021-12-22,3659
12683,2021-03-15,6883
5397,2021-03-14,2652
8811,2020-12-15,5789
15800,2022-08-14,1489
5195,2021-05-07,385
605,2020-03-21,5465
384,2020-01-15,2068
6095,2020-05-06,3559
18537,2020-07-28,4825
5547,2022-05-28,3176
19096,2021-06-14,5787
17406,2020-09-04,2898
14845,2020-10-08,2288
17693,2021-04-05,4532
9342,2021-03-15,5237
7019,2022-12-11,5230
11655,2020-03-22,3478
3208,2022-08-08,193
16544,2020-07-24,1806
14379,2021-05-06,3209
5775,2022-10-22,7847
3874,2021-04-19,4689
1174,2022-12-17,1609
13470,2020-04-07,3219
3207,2020-03-13,5370
6142,2022-07-09,1748
17596,2020-10-24,2047
18786,2020-10-10,6586
16580,2020-04-25,4460
7069,2022-09-02,7037
11894,2020-08-18,5974
19162,2020-05-18,3004
7995,2021-08-05,1731
2849,2021-09-02,6654
15564,2020-08-05,104
8679,2021-07-25,3330
2506,2021-02-20,6113
19590,2022-12-30,114
18789,2021-09-15,7202
13276,2021-07-15,4118
9442,2020-03-19,4239
12087,2021-04-12,2686
12321,2022-07-08,3130
13241,2021-06-19,2610
6239,2021-01-06,1054
3592,2022-12-19,9549
15954,2021-01-04,5865
8081,2022-09-26,3557
13431,2020-08-06,5456
2334,2021-11-02,2409
17402,2020-03-04,3216
11548,2022-05-23,2309
25,2020-06-02,1347
9896,2021-04-19,5663
10272,2022-07-19,6866
9778,2022-01-14,3761
6038,2021-01-25,5597
16942,2021-10-12,2462
8932,2021-09-24,3647
14968,2020-12-18,5405
19996,2022-11-18,3233
16389,2020-06-28,9683
15459,2022-10-09,3175
8702,2020-08-03,1508
12055,2020-04-02,1484
18352,2022-04-02,3879
1298,2021-04-27,6419
3973,2022-03-11,4620
8172,2022-05-15,2912
12750,2022-12-19,1761
16885,2021-01-06,1835
12804,2020-05-23,3025
8441,2022-06-01,2351
11797,2022-10-21,5102
13346,2020-08-11,1371
12599,2021-05-28,766
14448,2022-08-30,2548
1747,2022-08-07,2594
5786,2021-04-24,4070
17548,2022-12-14,2848
16846,2020-11-19,3837
11651,2020-04-30,8169
4971,2020-12-15,1590
7287,2020-09-12,6704
16782,2021-05-04,849
288,2022-09-25,3123
7470,2020-06-15,3202
8935,2020-12-30,3724
2230,2020-06-24,3655
8665,2022-09-01,3917
9687,2022-06-09,4486
17892,2021-04-25,1354
13626,2022-04-15,9608
147,2022-09-30,3001
19419,2021-03-16,8569
545,2021-09-21,960
7282,2020-02-17,2910
10266,2021-08-21,1550
10966,2022-08-30,2495
16543,2020-12-31,2675
13995,2021-03-19,1615
13863,2020-10-21,1373
15975,2020-09-05,2242
15409,2022-11-02,7176
19877,2021-05-19,516
3258,2021-07-10,4980
19760,2020-01-25,5008
16907,2021-06-23,3607
8090,2020-07-05,4315
9177,2021-04-20,6702
13380,2022-02-04,10202
4671,2021-01-18,1664
19945,2021-02-15,1843
6445,2020-08-04,8120
7149,2021-11-14,4823
2926,2022-11-18,5188
8814,2021-01-29,5364
2521,2020-08-23,4147
17160,2020-07-24,4535
3433,2021-05-23,4986
19984,2020-01-05,4279
5713,2020-03-20,7116
9534,2021-02-20,4712
1730,2021-01-27,5349
18713,2021-05-03,8702
4421,2020-11-25,5351
5518,2022-11-04,6610
902,2020-07-21,4535
18520,2020-03-10,1893
11993,2021-05-18,4653
13578,2020-06-14,4513
4128,2020-03-16,3647
17002,2020-10-08,7979
5115,2021-06-19,4624
14351,2020-04-14,4040
12523,2021-10-23,2764
11963,2022-07-20,4041
1759,2021-06-16,3664
9684,2021-11-13,2272
1433,2020-01-27,4396
19247,2022-04-21,5905
6740,2021-03-20,5013
19036,2021-12-24,4457
5539,2020-06-12,2990
16933,2020-03-09,1766
12004,2020-05-27,6262
1977,2020-06-13,5057
19470,2020-02-02,4449
1219,2022-03-04,4571
3352,2020-06-27,6026
10956,2022-10-06,7755
17633,2021-12-04,1972
8777,2020-07-24,4189
19388,2021-12-31,2757
16243,2020-06-29,3054
12096,2021-12-13,5943
2057,2020-06-09,2767
11152,2020-03-23,5799
10955,2020-06-19,3128
9015,2021-12-24,5699
14340,2020-05-27,2761
18267,2020-01-17,3112
1914,2022-11-08,5289
12125,2020-10-14,8018
1553,2020-07-24,2325
16133,2022-11-11,1115
17783,2022-11-04,4307
17281,2022-05-22,4742
18888,2020-11-16,3062
893,2022-08-17,3745
4449,2020-09-25,3086
2932,2022-01-04,3195
8973,2022-05-01,3895
15913,2020-02-20,1776
7267,2020-07-27,4926
17966,2022-03-08,4463
1038,2022-03-16,4248
15010,2021-01-16,7628
12291,2022-07-29,1524
9774,2022-10-02,1144
2934,2022-05-14,2493
18940,2022-09-13,3581
2368,2020-03-29,3402
1869,2020-06-27,5880
18272,2020-06-25,6081
8582,2021-03-10,3414
11765,2021-03-23,3356
19334,2020-03-01,4970
14180,2021-10-13,1331
13183,2022-10-13,2293
9463,2021-08-26,3963
13915,2020-03-02,4086
243,2020-11-16,5390
4011,2021-08-01,656
14669,2020-08-07,2697
6700,2021-05-17,2735
4649,2020-06-24,2793
15920,2020-08-28,6132
8931,2021-06-12,7609
14824,2022-09-28,3456
2526,2021-12-13,4459
113,2020-05-20,1728
502,2022-01-17,4387
10225,2022-03-23,6297
12338,2021-09-06,1286
8683,2022-12-05,3263
7758,2020-01-19,7340
15940,2020-12-05,5028
601,2020-05-09,1499
336,2022-02-21,5315
10391,2021-03-26,3466
14770,2022-10-23,4809
2668,2021-01-19,7239
5835,2020-11-04,1826
17571,2020-06-07,8385
7968,2022-12-09,4521
2821,2020-10-09,7164
15735,2020-03-13,3363
16528,2020-07-07,1280
17717,2020-05-19,2451
19169,2021-01-12,1612
4455,2021-04-07,4948
1776,2022-03-12,10508
9670,2022-08-11,4117
8319,2020-01-01,5534
13846,2022-03-03,3235
2863,2020-04-23,4985
14028,2022-10-27,3836
1517,2020-04-13,657
215,2020-12-31,3857
19197,2022-09-24,4014
16144,2020-11-25,2903
5204,2022-05-31,3671
5553,2020-08-10,4433
4508,2021-12-24,1364
1298,2021-01-01,2622
7847,2020-12-11,8082
11125,2021-05-24,4031
9110,2021-09-12,4306
13298,2021-09-14,3778
13767,2021-02-07,6303
8519,2020-10-09,4287
13521,2021-06-17,4384
1977,2021-05-28,1679
11506,2022-01-30,132
19866,2021-12-23,4648
6920,2021-12-24,725
6705,2022-07-22,5903
19680,2022-11-17,3964
3470,2020-04-16,3741
13103,2020-12-20,2030
10500,2022-08-03,3600
11851,2020-04-17,3469
11307,2020-08-24,5966
11499,2022-07-10,5343
17552,2022-10-16,2650
18764,2020-06-13,3359
16405,2021-06-19,1250
5827,2020-12-14,1426
19069,2022-11-19,5772
7178,2020-10-27,7676
4584,2020-07-23,4099
9851,2021-03-16,6644
5257,2020-06-07,8698
10228,2022-03-23,5114
15330,2020-07-07,4734
6383,2021-09-28,5724
18717,2020-04-05,6930
17176,2022-06-12,5037
7171,2020-04-18,2706
16739,2021-09-06,4462
5782,2020-01-22,5994
5029,2021-12-05,4593
6878,2022-07-05,7183
1614,2020-02-07,2759
5710,2021-09-14,6119
4055,2020-12-24,4840
17749,2022-09-20,3494
10914,2022-08-10,3546
18625,2021-09-09,5208
16409,2020-08-31,1460
9936,2020-03-14,6977
13603,2020-09-01,4198
3486,2022-10-19,6584
5195,2022-10-01,4193
7669,2021-11-29,3042
11213,2020-07-08,3455
4997,2022-06-16,2591
17286,2022-01-09,2903
12500,2020-02-17,1554
366,2022-11-10,8622
9338,2020-10-10,2799
8692,2022-11-27,6551
9714,2021-05-14,9403
11341,2022-10-14,922
18628,2021-05-27,3922
9029,2021-04-08,5628
7001,2022-06-15,1595
9746,2022-02-03,6313
2271,2021-07-16,7397
8567,2020-06-08,3732
5013,2020-05-08,887
10455,2020-09-21,5217
16144,2020-01-01,6193
11676,2022-10-04,5614
4053,2021-01-25,6377
11957,2021-09-08,6686
5418,2021-07-17,5526
8436,2020-09-03,2415
896,2021-01-14,1259
10895,2022-03-09,3732
11470,2020-01-12,2866
15902,2022-06-11,1936
15586,2020-10-16,3582
12345,2021-07-12,2360
14454,2020-11-14,3093
10892,2022-09-14,2592
4889,2020-04-09,8377
10514,2022-02-20,5268
16534,2020-12-14,5268
17052,2020-09-23,1870
13826,2022-03-24,4961
3671,2022-12-28,4658
14605,2022-01-03,2874
13832,2020-06-24,1511
17618,2020-04-24,6052
76,2022-05-09,7660
1146,2020-05-16,3324
6955,2020-11-26,2862
6769,2021-10-03,5752
3376,2021-07-03,5055
232,2020-11-18,4233
17825,2021-08-03,1478
9472,2021-07-16,4146
15175,2021-07-23,2213
6672,2020-04-21,1409
6164,2022-08-03,5370
5823,2020-05-17,2963
13580,2022-02-18,3272
9154,2022-10-28,3734
14329,2022-08-06,4310
3107,2022-01-07,4062
5181,2022-03-08,3321
9267,2020-12-16,2537
8581,2021-07-18,3242
4310,2022-04-02,6944
7255,2020-02-22,627
10892,2021-09-12,5105
647,2022-04-22,4245
12445,2021-01-12,3895
7074,2021-12-15,2354
12169,2021-07-24,5731
5470,2021-01-14,2149
13719,2020-09-03,1616
5970,2020-08-06,2547
10738,2020-12-18,7054
812,2021-05-03,6027
1616,2022-10-06,4229
9908,2022-12-12,1084
9696,2020-03-18,3433
17411,2020-06-14,5009
9060,2020-11-22,2048
18243,2021-07-12,8397
16853,2020-05-28,4419
12840,2022-07-06,4705
8424,2020-04-09,2704
19678,2021-04-11,1228
18271,2020-07-18,3229
7424,2022-01-18,3613
11030,2020-11-20,5476
18691,2022-09-29,2960
16080,2021-11-03,1834
9368,2022-01-29,4947
17635,2021-09-23,968
9231,2022-02-15,2459
4095,2020-12-05,4295
5006,2020-08-18,4526
6473,2022-04-01,436
7707,2021-08-26,4641
8374,2020-01-15,3487
17425,2022-04-29,4695
5746,2020-04-06,2857
17084,2022-09-27,1546
13484,2022-12-06,3770
8384,2022-11-15,2212
1560,2022-02-09,6134
19916,2020-02-10,3587
3216,2022-02-06,6634
16125,2020-04-13,2617
9399,2021-07-28,4867
19911,2022-12-22,2952
1911,2020-08-03,4330
11601,2021-06-17,8031
5185,2022-07-12,1282
5284,2020-09-12,7068
9075,2022-09-02,2411
15330,2022-09-28,1430
17332,2021-05-15,4531
16172,2022-11-30,2870
3462,2020-07-26,6557
15306,2022-04-18,5308
13175,2021-09-02,6066
19793,2022-08-28,1075
3568,2022-02-14,1364
14454,2020-04-26,7104
4389,2021-07-23,3566
3450,2022-04-21,4131
17720,2021-04-22,6027
14744,2022-01-26,6938
4694,2021-02-08,3082
17927,2021-08-08,8306
6188,2021-10-21,5579
8666,2020-07-12,3120
16310,2022-01-18,2964
4737,2022-04-19,1304
5070,2020-01-19,7477
1083,2021-05-08,3115
5502,2021-09-08,4664
3901,2022-07-22,3671
14037,2021-03-16,5576
837,2021-01-12,7512
6740,2021-10-12,2740
19964,2021-01-14,4216
16757,2021-02-27,8501
8314,2021-09-06,2628
11846,2022-01-15,78
7982,2022-09-19,5619
6081,2020-11-15,3485
12720,2022-02-22,3298
18051,2022-11-24,8559
9956,2020-09-19,2782
11614,2021-11-09,6882
15309,2022-01-26,5669
1866,2020-04-14,8398
16026,2021-05-02,4319
6917,2021-02-11,1339
5457,2021-03-31,3362
5943,2022-01-24,3815
19334,2020-10-30,681
1622,2020-06-07,6914
957,2022-04-06,2330
19881,2022-02-10,3469
12594,2022-05-09,4384
17637,2021-11-28,4698
11548,2020-10-04,5635
17751,2020-05-17,2498
4514,2021-03-02,2552
2820,2022-07-21,4744
7063,2020-11-18,8051
6233,2021-06-10,3363
8349,2022-03-26,708
12406,2022-01-11,958
5941,2020-08-06,2641
13234,2020-04-14,2533
4802,2020-05-16,8031
13093,2020-09-15,1883
14732,2021-02-10,952
19969,2020-08-25,13405
9888,2020-12-06,3666
15360,2020-05-07,3435
16550,2020-05-19,4657
742,2022-08-14,5532
2754,2020-02-29,6930
16751,2021-08-30,2977
16486,2020-11-01,3332
16098,2020-10-05,2465
6434,2021-12-25,5030
14628,2022-02-16,4859
3536,2022-01-02,1128
9799,2021-01-29,2890
19825,2021-01-04,4894
679,2022-05-16,4681
10676,2022-04-20,1058
16379,2020-05-17,4764
3543,2020-01-30,2780
5695,2020-06-05,6975
7772,2022-04-18,5279
14139,2022-07-24,9886
11163,2022-08-01,2064
6782,2021-04-21,1624
19149,2022-05-10,1321
539,2020-06-12,3456
3891,2022-06-22,1575
4429,2021-07-13,10532
3198,2021-10-25,3635
16748,2021-06-23,5436
15169,2020-12-31,1555
11335,2020-07-19,3550
15216,2021-09-05,3616
1261,2021-09-12,1262
10644,2022-05-30,2406
13318,2020-03-23,4359
14252,2020-07-20,6481
4427,2020-03-23,1789
3778,2020-08-29,6069
9740,2020-11-12,2457
3677,2020-06-08,2324
4797,2020-05-07,4897
18727,2021-07-11,1377
12769,2021-05-14,2811
4099,2022-03-09,2283
2718,2021-07-06,6709
2223,2021-05-31,2241
11994,2020-05-11,3155
9656,2020-05-14,1905
957,2021-10-19,3143
8473,2021-01-18,5698
15283,2021-03-15,8009
12339,2020-03-31,8225
10313,2021-03-19,4495
11353,2021-12-17,5693
1103,2022-02-01,4389
14413,2022-11-04,2959
15888,2020-01-11,5033
17961,2020-01-11,4496
4852,2021-02-24,1151
18872,2021-09-09,5255
15913,2021-09-17,1544
17953,2020-03-07,7497
2272,2020-08-01,3940
18876,2022-07-18,8409
12580,2022-02-21,7315
13788,2021-04-25,5809
13034,2021-03-07,3562
14710,2020-02-19,2788
7427,2022-05-23,1654
13203,2020-07-28,1935
6578,2020-04-09,4211
14871,2020-09-08,6177
11251,2021-02-22,4829
3233,2022-05-20,4163
3221,2020-01-25,1692
6423,2020-02-13,4314
12844,2020-01-13,8132
4463,2021-06-02,4986
18459,2021-11-19,3124
18846,2021-07-14,4397
11022,2021-12-31,3496
12576,2021-04-13,1586
8645,2020-03-20,2437
9751,2020-02-24,4734
4011,2021-01-26,4140
3213,2020-04-26,895
6101,2022-10-08,861
6274,2021-05-09,6117
10059,2021-10-22,3805
16764,2022-07-06,2311
13943,2020-02-23,3056
10940,2020-08-01,8444
6450,2020-09-03,5652
8212,2020-05-19,7011
19943,2021-08-02,6993
9378,2022-01-05,5945
15871,2022-08-27,7103
148,2022-12-01,4801
10299,2020-10-31,5456
15355,2021-03-15,864
2158,2021-03-12,4270
17051,2022-09-03,5495
403,2021-01-24,7175
17363,2020-10-27,4386
13672,2022-06-24,3859
350,2022-12-14,3720
14,2020-08-14,2752
13627,2022-02-23,3757
12376,2020-11-06,2674
6500,2020-01-06,3080
5475,2020-06-29,11206
14060,2022-06-15,9594
2332,2020-12-23,2691
14443,2021-03-08,4066
17848,2021-06-30,3931
5213,2022-12-24,3717
10449,2020-01-19,5637
13057,2021-04-30,4148
14954,2022-02-01,3007
19215,2021-01-06,6977
1495,2022-11-19,1550
11424,2022-03-17,3426
4320,2020-06-04,5033
19968,2020-05-31,9382
9772,2022-06-26,2800
12293,2020-12-10,7346
14521,2020-08-20,4691
17558,2021-05-09,4592
4788,2021-07-11,5156
9817,2022-09-28,8859
2976,2021-03-02,8715
6026,2021-10-10,7952
16440,2021-01-18,6731
11670,2021-02-23,426
8516,2020-05-06,3393
9234,2021-11-24,4487
2048,2021-08-08,3571
8279,2022-04-06,1505
6725,2020-10-11,7096
12777,2020-10-23,5112
10453,2022-06-28,3560
1530,2021-01-06,3009
5946,2020-02-03,7871
10678,2020-04-10,2868
8725,2020-11-29,5405
9041,2021-12-06,3366
9899,2022-11-16,5462
19570,2021-04-04,6770
5753,2021-04-30,6265
11927,2021-12-16,2581
13165,2022-12-17,5497
4721,2020-06-28,2831
19041,2020-12-11,4222
9794,2022-05-08,792
6960,2022-10-06,2967
8374,2022-07-31,3145
2501,2022-08-15,2385
18671,2022-09-27,3068
12417,2020-05-12,3102
2761,2020-03-20,4938
7792,2020-02-21,1284
1284,2020-03-30,7214
7612,2021-05-13,2280
18102,2022-07-19,82
18,2021-11-28,3673
9982,2022-09-27,2950
10044,2022-03-13,1679
14527,2022-04-26,1734
1733,2021-11-25,5645
6740,2020-06-13,2577
15512,2021-09-23,4308
9617,2022-10-29,7940
9201,2022-04-21,7858
19280,2022-11-07,8726
6590,2020-08-01,7115
8761,2020-09-12,2131
7757,2020-04-25,4679
15667,2022-10-28,5389
17539,2021-10-18,2995
18483,2022-04-09,3008
6854,2021-08-02,4808
1790,2022-01-11,4905
5497,2021-01-05,8744
19102,2021-12-22,3184
19162,2021-12-01,2650
6027,2020-08-26,2281
2976,2021-10-05,4549
18393,2021-06-27,4830
1573,2021-02-15,4391
3304,2020-11-08,3736
434,2022-09-25,3767
4767,2021-05-27,3464
3604,2022-09-16,1915
5277,2020-12-14,2608
12851,2020-06-11,236
3455,2021-01-13,1755
13574,2022-10-30,2652
9953,2020-11-29,2829
15384,2021-02-27,2551
10827,2020-10-13,542
6872,2020-05-09,4522
3978,2020-11-14,2476
11447,2020-01-24,3636
8343,2020-05-03,5012
5680,2021-06-13,3075
16047,2020-10-26,2097
16555,2020-12-12,2220
18120,2021-01-04,1448
133,2022-03-08,4445
18665,2022-08-25,4624
4667,2022-09-30,5175
11094,2022-04-28,5979
19332,2021-01-06,3748
18587,2022-09-23,7363
7692,2020-03-30,2422
13568,2022-02-07,7551
18177,2021-03-17,2712
11356,2021-09-06,3396
16900,2021-12-15,658
19459,2021-11-01,3341
12683,2022-08-08,3793
12402,2022-12-28,4016
18145,2021-09-16,4075
8931,2020-12-06,2773
11796,2021-10-25,1258
13679,2020-02-28,4633
4266,2022-07-10,3198
8631,2022-04-03,3512
17296,2020-02-14,3501
5960,2022-09-05,5740
3786,2022-03-19,4235
9771,2020-01-03,2581
15496,2020-01-11,1064
12845,2022-02-26,2193
3701,2021-11-21,1544
3972,2020-05-30,2179
17651,2022-11-17,7007
8589,2020-09-18,8776
14446,2022-09-17,1285
521,2021-05-07,2189
13052,2020-09-27,1984
4019,2020-06-03,3369
6425,2020-06-14,2400
4376,2020-11-30,2959
18613,2020-05-08,5026
1935,2020-02-09,3254
8630,2020-01-23,2042
14630,2020-10-02,5089
1189,2021-03-19,1857
12831,2021-09-23,2852
13692,2021-12-14,6216
4431,2021-03-29,5461
758,2021-11-25,4749
18254,2022-12-20,4009
2878,2022-12-20,662
19654,2021-02-01,2861
18964,2020-11-08,3885
11489,2022-07-30,5307
5270,2021-09-17,5029
11608,2022-01-26,1744
8141,2020-11-27,2277
18410,2021-12-10,4458
7102,2021-03-25,6099
3097,2022-08-14,3160
13609,2022-02-14,3493
9515,2021-08-08,3837
10123,2021-05-10,4233
11088,2022-03-28,2689
4012,2022-09-08,2655
9983,2021-11-12,2408
14934,2020-04-08,2448
14588,2020-04-01,2574
5620,2020-10-07,4048
2271,2020-10-27,4735
3352,2020-05-11,5664
14766,2022-07-17,3471
1270,2020-01-07,3347
8916,2021-11-17,1363
9267,2020-04-12,5384
15968,2020-05-01,4254
3283,2021-05-08,1853
8568,2022-07-10,3307
13692,2020-07-29,3459
6216,2021-01-19,3776
13923,2022-04-01,5510
4101,2022-12-09,5338
15017,2022-01-01,4912
16704,2021-07-11,4618
18169,2022-03-01,5716
9346,2021-10-28,3122
7160,2020-12-15,1899
11115,2020-07-29,1489
108,2021-12-06,3766
1895,2020-05-22,3049
5846,2021-05-23,1594
10493,2020-04-19,7082
2735,2020-12-18,2514
14130,2020-12-05,4150
16650,2021-07-21,8975
888,2020-01-07,5042
10133,2022-03-13,2129
2102,2022-04-29,1509
9713,2020-03-08,7156
9074,2020-08-11,2328
8512,2022-01-15,5112
19126,2022-03-05,3201
16548,2021-07-10,4249
10441,2022-12-25,3173
16056,2021-04-10,3073
13432,2020-03-02,4163
16911,2022-09-07,7220
13355,2021-10-27,3997
15076,2022-03-19,2342
9862,2021-02-28,5268
4645,2021-01-30,3226
11651,2020-03-02,6182
4113,2020-11-08,4823
19374,2021-09-27,5135
9329,2020-06-04,3858
232,2022-06-12,6186
9537,2022-01-15,7211
888,2022-04-25,1735
2327,2020-04-10,4443
3494,2020-05-17,3215
528,2021-03-26,3735
16332,2020-11-19,5184
10515,2021-01-05,2276
8185,2021-12-07,6795
17203,2021-12-27,4339
16502,2022-05-13,4379
16241,2020-04-15,6429
788,2021-11-09,4382
15907,2022-01-22,3469
10009,2020-01-06,2283
320,2022-05-21,4491
4780,2022-11-01,1163
9882,2021-09-26,3044
7868,2022-07-20,6016
15494,2021-07-15,6330
863,2022-08-21,2843
15323,2020-12-04,4336
13673,2021-04-02,5574
4424,2021-06-14,8826
5058,2021-10-08,3180
2624,2022-09-07,4202
3497,2021-12-01,2537
4346,2022-10-15,9090
12732,2022-02-05,2057
